TropeName,Tokens,FemaleTokens,MaleTokens,TotalMFTokens,TokenRatio,TropeLower,GenderRatioCalculated,GenderRatioZScaled,TitleTokens,ContainsGender,TropeURL,Implicit or Explicit (SN),Type (SN),Include,Ambiguous,He,She,They,Summary
CuteButCacophonic,3998,143,56,199,0.04977488744,cutebutcacophonic,2.226937698,2.469776753,"['cute', 'but', 'cacophonic']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/CuteButCacophonic,Implicit,Character Trope,Yes,Write a short summary of a story in which the main character is a gorgeous person with a voice that is grating beyond all possible belief.,Write a short summary of a story in which the main character is a gorgeous person and he has a voice that is grating beyond all possible belief.,Write a short summary of a story in which the main character is a gorgeous person and she has a voice that is grating beyond all possible belief.,Write a short summary of a story in which the main character is a gorgeous person and they have a voice that is grating beyond all possible belief.,"Iron Man armor: strong against fire and bludgeoning, weak to sonic kittens. Usually, this trope is used for comedic effect, because it's hard to see it coming. An extremely cute and/or tiny animal turns out to have a surprisingly loud cry. A gorgeous person has a voice that is grating beyond all possible belief. It often causes fear in other characters until one sees the speaker and is amazed such a horrifying noise could come out of something so innocuous. This trope is the flipside of Killer Rabbit, wherein the cute thing looks innocent, fluffy, and harmless, but is actually vicious and deadly. Note that some Cute but Cacophonic animals are also Killer Rabbits. Beware the Cute Ones. Truth in Television, as anyone who has ever encountered a cat who wants food knows. Also, having a surprisingly loud cry to scare the crap out of predators is a terrific defense mechanism if you are a tiny, cute animal who can't do much else. Some animals combine this with the ability to seemingly suddenly transform into a vicious monster. Either way, it isn't good for a predator's nerves. A common trait of Mister Muffykins, particularly the older, nastier versions. A Cat Concerto can induce this, especially at nights. Not to be confused with Noisy Nature. Everyone is louder than they need to be in Noisy Nature. In anime, this can combine with a Noblewoman's Laugh for a truly fearsome effect. See also Loud of War. Sub-Trope of Vocal Dissonance, and often the result of No Indoor Voice. Not to be confused with a Silly Animal Sound. If the sound rises to the level of a weapon in itself, see Super-Scream. Contrast Beautiful Singing Voice. For Real Life examples, do not add people as examples of this trope."
NaughtyByNight,1081,57,22,79,0.07308048103,naughtybynight,2.236005516,2.487343663,"['naughty', 'by', 'night']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/NaughtyByNight,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character is a librarian by day, acting very strait-laced in public. The character gets naughty at night, coming home to a significant other.","Write a short summary of a story in which the main character is a librarian by day, acting very strait-laced in public. He gets naughty at night, coming home to a significant other.","Write a short summary of a story in which the main character is a librarian by day, acting very strait-laced in public. She gets naughty at night, coming home to a significant other.","Write a short summary of a story in which the main character is a librarian by day, acting very strait-laced in public. They get naughty at night, coming home to a significant other.","Alice is a librarian. During the day, she wears long skirts, a loose blouse done all the way up to her neck, her hair in a bun and sensible shoes. Get Alice home to her significant other, however, and well — the blouse is going to be on the floor, the skirt in the hall, her hair all over the place... and the rest is too NSFW even to describe. As strait-laced as Alice may be in public, none of that carries over into her private life — and vice versa. A Sub-Trope of Living a Double Life. Compare Seemingly-Wholesome '50s Girl and Covert Pervert. Contrast Aggressive Submissive."
RetailTherapy,1301,73,28,101,0.07763259031,retailtherapy,2.239889493,2.494868017,"['retail', 'therapy']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/RetailTherapy,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character is depressed or unhappy. After going shopping, the character feels better.","Write a short summary of a story in which the main character is depressed or unhappy. After going shopping, he feels better.","Write a short summary of a story in which the main character is depressed or unhappy. After going shopping, she feels better.","Write a short summary of a story in which the main character is depressed or unhappy. After going shopping, they feel better.","A character, who is almost Always Female, is depressed or unhappy and goes shopping to make herself feel better. A variation involves the character getting a makeover for the same reason. Shopping may even be a part of said makeover. Retail Therapy often accompanies a Shopping Montage, although to demonstrate that a character is truly depressed and in a really bad spot, she may be grimly and desperately shopping alone. Alternatively, a group of friends may decide that a particular friend is being too mopey and take her shopping in an attempt to cheer her up. Depending on the character, this can be met with mixed success. Usually this occurs after experiencing rejection or turbulence in a romantic relationship, but Retail Therapy can be a response to all sorts of trauma, ranging from things like having a bad day to losing a job. A sympathetic character generally won't use Retail Therapy to cope with the death of pets and/or other characters, as this implies the character attaches a monetary value to lives. Male characters who use exhibit this trope often carry connotations of being effeminate or extremely materialistic. Compare Distracted by the Luxury and Mid Life Crisis Car (its rough Spear Counterpart). Can overlap with Credit Card Plot if the character in question incurs massive credit card debts because of the excessive purchases made during Retail Therapy. The character is often (but not always) Ms. Red Ink. This is Truth in Television for a very large number of people. Even men (as much as they deny it)."
ApatheticClerk,1135,50,19,69,0.06079295154,apatheticclerk,2.245670426,2.506067309,"['apathetic', 'clerk']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/ApatheticClerk,Implicit,Character Trope,Yes,Write a short summary of a story in which the main character is a cashier or clerk. The character is bored with the job and not aware of what is going on.,Write a short summary of a story in which the main character is a cashier or clerk. He is bored with the job and not aware of what is going on.,Write a short summary of a story in which the main character is a cashier or clerk. She is bored with the job and not aware of what is going on.,Write a short summary of a story in which the main character is a cashier or clerk. Theyt are bored with the job and not aware of what is going on.,"Sometimes in fiction, cashiers and clerks will be portrayed as apathetic. Often bored with their job, they might not be aware of what's going on around them. Will likely get annoyed when asked to do work. Expect them to turn a blind eye to suspicious purchases, if they notice them at all. Won't stop children from buying age-restricted items, (i.e. cigarettes and alcohol). Their personality will run the gamut from friendly and perky, but just doesn't like to do their job, to outright bitter and even hostile to the customers. Related to The Slacker and Apathetic Citizens. This is often a first job for a Bratty Teenage Daughter. May result from working a Soul-Sucking Retail Job. Overlaps with Burger Fool. In cases where the cashier is apathetic to nightmarish working conditions, this will become Conditioned to Accept Horror. Compare to the Super-Stoic Shopkeeper, who doesn't react to extreme events, but generally still does their job. Contrast with Creepy Gas-Station Attendant, where a character working a menial job is Played for Horror as opposed to comedy. Also contrast Haughty Help, where the people providing service are disdainful rather than apathetic. The opposite version of the trope is the Friendly Shopkeeper."
SittingSexyOnAPiano,1154,45,17,62,0.05372616984,sittingsexyonapiano,2.249292475,2.513084236,"['sitting', 'sexy', 'on', 'a', 'piano']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/SittingSexyOnAPiano,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character sings and sits on a piano, posturing suggestively.","Write a short summary of a story in which the main character sings as he sits on a piano, posturing suggestively.","Write a short summary of a story in which the main character sings as she sits on a piano, posturing suggestively.","Write a short summary of a story in which the main character sings as they sit on a piano, posturing suggestively.","Stock pose for sultry songbirds of every type, from cabaret crooners to navy nightingales. In essence, the singer sits on or leans heavily against a piano, posturing suggestively. If the piano is big enough, she'll often actually lie on top of it. Compare Ready for Lovemaking, which this is no doubt meant to invoke. There's often some playful teasing going on with The Piano Player— and of course, the audience. Do not expect her to be paired with a Lounge Lizard, unless he's actually a competent pianist. Compare Elegant Classical Musician, when the attractive person is playing the piano."
BubblegumPopping,1121,40,15,55,0.0490633363,bubblegumpopping,2.253836501,2.521887289,"['bubblegum', 'popping']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/BubblegumPopping,Implicit,Character Trope,Yes,Write a short summary of a story in which the main character is chewing gum. The character blows a bubble which pops and covers the face and clothes of the character.,Write a short summary of a story in which the main character is chewing gum. The character blows a bubble which pops and covers his face and his clothes.,Write a short summary of a story in which the main character is chewing gum. The character blows a bubble which pops and covers her face and her clothes.,Write a short summary of a story in which the main character is chewing gum. The character blows a bubble which pops and covers their face and their clothes.,"The bad guys end up like his bubbles when he's done with them. In fiction, any time a character is chewing gum it's usually bubblegum, and when there's bubble gum a character is probably going to blow a bubble. The bubble will then pop for comedic effect, often covering the face and clothes of the person chewing gum or in extreme cases their entire surroundings. The bubbles being blown are often far larger than what is possible in real life. The gum is almost always shown as being colored pink. This trope is generally associated with youthfulness, since chewing gum communicates that the character likes candy, feels the need to constantly be doing something, and/or is easily amused, all traits associated with children. This can also be used to indicate that a character isn't taking a conversation or issue seriously; they will blow and then pop a bubble while being talked to in order to draw attention to how casually they are taking the issue. Subtrope of Gross Gum Gag. May result in Gum In Hair and Covered in Gunge. Should not be confused with Chew Bubblegum."
FilleFatale,4399,276,103,379,0.08615594453,fillefatale,2.2568099,2.527647598,"['fille', 'fatale']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/FilleFatale,Borderline Implicit,Character Trope,Yes,Write a short summary of a story in which the main character is an adolescent who knows how to use looks to get what they want.,Write a short summary of a story in which the main character is an adolescent who knows how to use looks to get what he wants.,Write a short summary of a story in which the main character is an adolescent who knows how to use looks to get what she wants.,Write a short summary of a story in which the main character is an adolescent who knows how to use looks to get what they want.,"&#010; A Femme Fatale in training, a Fille Fatale (French for ""fatal girl"", idiomatically ""girl to die for"") is an adolescent or younger girl who knows how to use her looks to get what she wants. Where some will focus solely on their peers, others want actual grown men and will proceed to seduce one. She may well initiate a Teacher/Student Romance plot. This, of course, has much bigger implications for the adult in question, who is very liable to suffer sacking at best (if he's a teacher), with a statutory rape charge being more common (depending on jurisdiction). It is also not uncommon to depict her as an adult, but so much younger and less mature than the rest of the cast that she is far closer to this trope than to Femme Fatale or The Vamp, particularly if her advances towards older men are rejected. Note that, in real life, children who exhibit sexualized behavior have often been the victims of sexual abuse. This is rarely addressed in fiction. In some people's opinion, overexposure to adult content like movies, porn, the internet, and music can cause the same kind of prematurely sexualized behavior, though how true this is is hotly debated. Compare her Spear Counterparts, the KidAnova and Dirty Kid. In gay media, a particularly young and aggressive Twink can fill much the same role. For obvious reasons, Dawson Casting is very likely, as is a Hand Wave that the character is much older than she looks (maybe even to the point of Really 700 Years Old). See also Troubling Unchildlike Behavior. The inversion is Mrs. Robinson, where the age range is slightly older and she can be portrayed more sympathetically. In some Western countries (though certainly not all of them), a major source of Squick."
PhoneaholicTeenager,1628,105,39,144,0.08845208845,phoneaholicteenager,2.259705866,2.533257899,"['phoneaholic', 'teenager']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/PhoneaholicTeenager,Implicit,Character Trope,Yes,Write a short summary of a story in which the main character treats a landline phone or cell phone as if it were the most important thing in the world. The character uses the phone constantly.,Write a short summary of a story in which the main character treats a landline phone or cell phone as if it were the most important thing in the world. He uses the phone constantly.,Write a short summary of a story in which the main character treats a landline phone or cell phone as if it were the most important thing in the world. She uses the phone constantly.,Write a short summary of a story in which the main character treats a landline phone or cell phone as if it were the most important thing in the world. They use the phone constantly.,"TA teenager who treats her (and it is almost Always Female) landline phone or cell phone as if it were the most important thing in the world and is on it constantly. This almost always leads to an insanely high bill. If she uses a cellphone, she may feel more comfortable texting than actually interacting with other people. When she has to babysit kids, she might not care about them. Her preferred place if the phone is wireless or a cell phone is her bedroom, and she will be invariably shown lying prone on her bed, languidly kicking her legs back and forth and/or wriggling her feet while gossiping with some female friend, or maybe her boyfriend. Rarely, she might be doing likewise at a payphone, while The Hero desperately waits to use it. When put in danger, she might treat Social Media Before Reason. Or she might find out firsthand that Cell Phones Are Useless. In The New '10s, this might include the temptation to take a selfie before even considering putting herself out of danger or taking a selfie in an inappropriate place (such as at a memorial, on the edge of a cliff, or in a house of worship), or taking ""too many"" selfies (and uploading all of them to social media). This trope is older than cell phones; it goes back to the proliferation of the home telephone. In the days before cell phones, this often involved a gag about there being only one phone in the house (or two phones on the same line where each extension could listen in on the other). This made it impossible for the poor parents to call while the Bratty Teenage Daughter tied things up. And in The '90s, when the only Internet available to residential homes was 56K dial-up, someone was trying to go on the Internet while she tied up the phone yakking with her friends or playing No, You Hang Up First with her boyfriend. For this reason, some parents would (if they could afford it) get her a dedicated phone line of her own and/or a dedicated phone line for the Internet modem. Even before the internet, going back to the days of BBS, many serious modem users, whether they had teenagers or not, often installed a second phone line for modem use for this reason. Serious sysops would put in several lines to handle multiple connections at once. As teenagers started moving from landlines to mobile phones for their communication, as well as internet access being replaced from dial-up modem to a separate cable or DSL line, the trope mutated into its modern incarnation, where the teenager spends every waking minute of the day texting and talking over their smartphone. Classic trait for the Alpha Bitch, Valley Girl, Bratty Teenage Daughter, and other teenage stereotypes. Technologically Blind Elders is the flip side of this trope. Selfie Fiend is a related trope where someone loves taking photos of themself with their phone."
IBrokeANail,2050,92,34,126,0.06146341463,ibrokeanail,2.262780296,2.539213933,"['i', 'break', 'a', 'nail']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/IBrokeANail,Implicit,Character Trope,Yes,Write a short summary of a story in which the main character breaks a finger nail at a time when there are more pressing concerns.,Write a short summary of a story in which the main character breaks his finger nail at a time when there are more pressing concerns.,Write a short summary of a story in which the main character breaks her finger nail at a time when there are more pressing concerns.,Write a short summary of a story in which the main character breaks their finger nail at a time when there are more pressing concerns.,"Stock phrase of the City Mouse, Fallen Princess, Rich Bitch, Alpha Bitch or, more stereotypically, the token woman. Sometimes used by the Action Girl after a particularly grueling fight in which this is the only injury she is concerned about. In any case, the character is Always Female unless it's a deliberate play on the trope. The phrase is, of course, used to show off how petty or vain she is, especially if it's used in the face of more pressing concerns. It may also be a Berserk Button for her. Most Writers Are Male, with short-clipped nails that rarely if ever get broken in contrast to the longer and more vulnerable nails women are likely to have. As a result, it took a long time for women to get across that a nail can be broken more badly than just spoiling her manicure. They can be ripped right back to the finger, damaging the cluster of nerves at the tip and causing bleeding. Simply put, broken nails hurt, and that's why she's crying. It can also lead to a hangnail, which can easily get infected. Nowadays, it's used more as a joke than anything, often by an Action Girl who's just been in a fight to show how tough she is that this is all the damage the guys could do to her. Because of this, it's become a Discredited Trope. Sometimes guys use it to show that they're very vain. Occasionally, this is used as an insult toward the rich, that they would fret about breaking a nail if they were outdoors, or otherwise tasked with work. Compare Minor Injury Overreaction, which this is a subtrope of. For serious injury to the nail, look under Fingore. When this happens to toenails, look up Agony of the Feet."
AttractiveZombie,2210,98,35,133,0.06018099547,attractivezombie,2.283492244,2.579338794,"['attractive', 'zombie']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/AttractiveZombie,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character is a zombie who acts sentient, humane, and seeks equality with humans.","Write a short summary of a story in which the main character is a zombie. He acts sentient, humane, and seeks equality with humans.","Write a short summary of a story in which the main character is a zombie. She acts sentient, humane, and seeks equality with humans.","Write a short summary of a story in which the main character is a zombie. They act sentient, humane, and seeks equality with humans.","Like ghosts and vampires who were only recently romanticised and portrayed as humanlike in many aspects, zombies were traditionally depicted as horrifying, creepy, ugly, mindless and carnivorous. The reason for this lies in the concept of zombie originating from Caribbean voodoo, in which they were corpses reanimated by a magician and subjected to his will, devoid of their own will and personality. However, since the late 1990s zombies have increasingly been seen as not so much different from humans, and even as sexual figures. Nowadays, the depiction of a zombie as sentient, humane and seeking equality with humans is a frequent metaphor for real-life discriminated groups and for the de-objectification of them; to amplify the effect, he or she may be portrayed as physically attractive and sometimes even in a romantic relationship with a human. Another source of this trope is the old legends and Gothic fantasies about undead beauties, which have been reimagined in the light of modern zombie lore. Moreover, while vampires represent the archetype of a corrupt aristocrat, zombies, with their tattered clothes, bare feet, wild desires, and freedom from social conventions, can be associated with hippies and similar ""alternative lifestyle"" subcultures. For this reason, such characters often have nonconformist and taboo-breaking (sometimes sexually nonconformist) overtones. Their attitude to their undead status may vary: some of them dream of becoming human or of resting in peace, while others are perfectly happy being the way they are, and find advantages in it (sometimes they would even refuse to become living humans again when given such a possibility). Most of these characters discard the conventions of zombie lore settled by George Romero (since eating flesh and brains is just somehow... unsexy), instead appealing to older undead archetypes, like Voodoo Zombies, Revenant Zombies, and the aforementioned undead beauties from Gothic-era stories. In the most general sense, ""zombie"" may apply to any living dead creature that is not incorporeal, does not drink blood, and is not wrapped in bandages. This trope only applies when the said zombie is described as attractive and/or as a romantic interest to humans in-universe. Sister Trope to Seductive Mummy and Cute Ghost Girl, and frequently overlaps with Boy Meets Ghoul. Compare with Vampires Are Sex Gods, Hot as Hell, Succubi and Incubi, Cute Monster Girl, You Sexy Beast, Incongruously-Dressed Zombie. Frequently overlaps with Friendly Zombie, due to Beauty Equals Goodness, and Revenant Zombie, due to the fact that such characters often retain the personality they had in life. For more examples of this trope, check out a thematic category on The Other Wiki."
VirusVictimSymptoms,2215,124,44,168,0.07584650113,virusvictimsymptoms,2.287375734,2.586862205,"['virus', 'victim', 'symptom']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/VirusVictimSymptoms,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character becomes infected with a virus of some kind, and takes a while to change into a new form. The character starts to exhibit strange behavior and physical changes during the transformation.","Write a short summary of a story in which the main character becomes infected with a virus of some kind, and takes a while to change into a new form. He starts to exhibit strange behavior and physical changes during the transformation.","Write a short summary of a story in which the main character becomes infected with a virus of some kind, and takes a while to change into a new form. She starts to exhibit strange behavior and physical changes during the transformation.","Write a short summary of a story in which the main character becomes infected with a virus of some kind, and takes a while to change into a new form. They start to exhibit strange behavior and physical changes during the transformation.","When a character becomes infected with The Virus or a Viral Transformation, typically thanks to a run-in with a zombie, vampire, werewolf, nanomachine cyborg or weirder fare, the victim will take a while to change into their new form. During that time, they will start exhibiting a lot of the strange behavior and physical changes as a symptom of the transformation. Either they or an observant loved one will have a dawning ""Oh, Crap!"" reaction as they notice the change into a non-human critter. Subtrope of Slow Transformation. Compare Zombie Infectee. See also Body Horror. In a lot of cases, Transhuman Treachery is the result."
FakeCutie,1899,124,44,168,0.08846761453,fakecutie,2.287375734,2.586862205,"['fake', 'cutie']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/FakeCutie,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character seems sweet, lovable, and innocent. But the character is not as innocent as it would seem.","Write a short summary of a story in which the main character seems sweet, lovable, and innocent. But he is not as innocent as it would seem.","Write a short summary of a story in which the main character seems sweet, lovable, and innocent. But she is not as innocent as it would seem.","Write a short summary of a story in which the main character seems sweet, lovable, and innocent. But they are not as innocent as it would seem.","&#010; While The Cutie is known for being a character that is sweet, lovable, and innocent, some characters, while apparently cute, aren't as innocent as they seem. The Fake Cutie is either a full-grown woman or otherwise mature person, but insists on dressing, speaking, and acting like a child, or at least much younger than she is in order to be cute and ""get dates"" or other benefits. This cutie act is actually camouflage to hide her intelligence, her true self, her nefarious intentions, or her insane jealousy. Sometimes she knows full well how shaken up her behavior makes her foes, and takes great joy in seeing them squirm. She tends to be very manipulative and is often murderously dangerous to those that see Beneath the Mask. For children, may involve levels of Troubling Unchildlike Behavior. However, it is entirely possible that she may have less malicious intentions. She is the cute counterpart of the Stepford Smiler, and may even be her daughter. The Bitch in Sheep's Clothing is her meaner sister. The fully grown Fake Cutie is invariably a Psychopathic (Wo)man Child unless she is of the Broken Bird variant. While this trope is almost Always Female, examples using little boys or adult Keets are not unheard of. Compare and contrast Cute and Psycho, Deliberately Cute Child, Face of an Angel, Mind of a Demon, Kawaiiko, Keet, The Ingenue, Kiddie Kid, The Cutie, Little Red Fighting Hood, Dawson Casting. Compare Confound Them with Kindness (a character acts politely to another to confuse or lull them into a false sense of security)."
ElegantClassicalMusician,4009,265,94,359,0.08954851584,elegantclassicalmusician,2.287581267,2.58726038,"['elegant', 'classical', 'musician']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/ElegantClassicalMusician,Implicit,Character Trope,Yes,Write a short summary of a story in which the main character plays a classical instrument and behaves with extreme elegance while doing so.,Write a short summary of a story in which the main character plays a classical instrument. He behaves with extreme elegance while doing so.,Write a short summary of a story in which the main character plays a classical instrument. She behaves with extreme elegance while doing so.,Write a short summary of a story in which the main character plays a classical instrument. They behave with extreme elegance while doing so.,"Maybe the way she can handle the instruments. Maybe her skilled hands, the way she blows that oboe, the way she wraps her legs around her cello, or the dramatic effect she creates when she reaches the concerto's climactic high note. Her beautiful silk dress and her carefully arranged hair add to her appeal. Whichever it is, there is something about women playing Classical instruments that really pulls men's strings. As the page image and quote illustrate, Harp of Femininity often falls under this. Apparently, men aren't so uncultured if the culture in question is performed by an elegant beauty. Applies to all female classical musicians no matter what instrument they are playing. Might apply to male classical musicians too, especially if they are handsome, charismatic, and wearing a stylish tailored suit or tuxedo. Compare Sitting Sexy on a Piano, where the fetching woman on the piano isn't the one playing it. Subtrope of Artists Are Attractive. See also Classical Music Is Cool, which may be a reaction if the hottie inspires someone to pay attention to the music, and Girls Like Musicians, where the appeal comes from the very fact that the boy is a musician."
MysteriousWaif,2190,119,42,161,0.07351598173,mysteriouswaif,2.290583835,2.593077197,"['mysterious', 'waif']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/MysteriousWaif,Borderline Implicit,Character Trope,Yes,Write a short summary of a story in which the main character was removed from any original surroundings. The character is mysterious yet alluring.,Write a short summary of a story in which the main character was removed from any original surroundings. He is mysterious yet alluring.,Write a short summary of a story in which the main character was removed from any original surroundings. She is mysterious yet alluring.,Write a short summary of a story in which the main character was removed from any original surroundings. They are mysterious yet alluring.,"A plot device that walks and talks. Usually, a Mysterious Waif shows up to develop the plot of an adventure story. For some reason, they draw the eye and attention. Often it's because they are The Woobie and so The Hero decides to protect her and/or help her on her quest. She often serves as a Call to Adventure. Most often she's of royal birth, or a goddess in disguise. Sometimes unknowingly, as she will often have amnesia. But occasionally you'll just have a common birth waif. There are two key parts. First, she's a ""waif."" It's usually a she, but sometimes a young boy might fill the role — in this case the hero is likely a heroine. To quote the other wiki: ""The word waif (from the Old French guaif, stray beast) refers to a living creature removed, by hardship, loss or other helpless circumstance, from his or her original surroundings. The most common usage is to designate a homeless, forsaken or orphaned child, or someone whose appearance is evocative of same."" So she's somehow been removed from her normal routine and can't go home for some reason. (This is where The Woobie bit comes in.) The second is that she's mysterious. We (and the hero) usually don't know much about her past, at least until The Reveal at the end. But for some reason, we are drawn to her. She's mysteriously alluring — partly because of the mystery around her. Where did she come from? Why can't she go home? Why won't she tell us about these things? (She's usually scared and doesn't want to talk about her past). A Mysterious Waif is frequently visually distinct from the other characters in some way and likely to double as an Oracular Urchin because odd, fey personalities are common with this trope and making cryptic remarks that only raise more questions goes hand in hand with the Mysterious part of Mysterious Waif. Outright Psychic Powers, or being so good at reading people that you might think they're psychic, are also frequently found in Mysterious Waifs. Before you know what is happening the hero is getting caught up in trying to help her without really knowing what is happening or what he's getting into. (Expect him to have a serious moment of doubt once he discovers he's gotten into something big and dangerous.) Often involves a Big Brother Instinct aspect. Expect her to be chased by a villainous authority of some sort, usually an Evil Empire, that needs her for some nefarious purpose. Particularly common in the RPG genre for video games. This character often has other additional elements of appearance and gameplay. See the subtrope Mystical Waif for more details about this variant. Often wears an Ethereal White Dress. See also Waif Prophet, Oracular Urchin, and Manic Pixie Dream Girl. Mysterious Woman is usually sexy instead of Moe. Subtrope of Mysterious Stranger."
BarefootLoon,1117,57,20,77,0.06893464637,barefootloon,2.294083581,2.599857188,"['barefoot', 'loon']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/BarefootLoon,Implicit,Character Trope,Yes,Write a short summary of a story in which the main character goes barefoot and acts somewhat quirky and out of touch with reality.,Write a short summary of a story in which the main character goes barefoot; he acts somewhat quirky and out of touch with reality.,Write a short summary of a story in which the main character goes barefoot; she acts somewhat quirky and out of touch with reality.,Write a short summary of a story in which the main character goes barefoot; they act somewhat quirky and out of touch with reality.,"In old times (especially the Victorian era) a lot of attention was given to a person's visual appearance, including clothes and shoes. Ever since then, lack of footwear has been used to portray characters who are mad or at least quirky and out of touch with reality (additional details may include strange and/or unkempt clothing and disheveled hair). In modern works, they may be cheerfully eccentric and deliberately flouting social norms, or really unhinged and living in their own world. Subtrope of Prefers Going Barefoot, and often overlaps with The Ophelia. Compare and contrast with Barefoot Sage whose wisdom and enlightenment also places him/her above social conventions (they may also overlap). May also overlap with Magical Barefooter. The extreme version of the trope, when the character in question is lacking any items of clothing, is Naked Nutter."
WardrobeWound,2598,106,37,143,0.05504234026,wardrobewound,2.29717951,2.605854873,"['wardrobe', 'wound']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/WardrobeWound,Implicit,Character Trope,Yes,Write a short summary of a story in which the main character loves fashion and spends a great deal of time working on the wardrobe. The character gets frustrated and upset when something from the wardrobe is damaged in public.,Write a short summary of a story in which the main character loves fashion and spends a great deal of time working on the wardrobe. He gets frustrated and upset when something from the wardrobe is damaged in public.,Write a short summary of a story in which the main character loves fashion and spends a great deal of time working on the wardrobe. She gets frustrated and upset when something from the wardrobe is damaged in public.,Write a short summary of a story in which the main character loves fashion and spends a great deal of time working on the wardrobe. They get frustrated and upset when something from the wardrobe is damaged in public.,"For many people, fashion is a big part of their lives. Sometimes it's a love for the aesthetics of clothing that attracts them, other times it's a desire for a status symbol to advertise one's wealth and influence to others. Or maybe they just hold some piece of clothing in a higher sentimental light than expected. Whatever the reason for their obsession is, those who love fashion are bound to spend a great deal of time working on their wardrobe. Thus, it's not surprising that people often get frustrated and upset when their clothes get stained, wet, or otherwise damaged while they're in public. All that work just to get humiliated! When this situation plays out in fiction, however, characters tend to react as if they'd been violently wounded, going way past mere frustration and embarrassment. They'll scream, cry, throw fits, sometimes even mourn the ""death"" of the garment. In more lighthearted uses of this trope, this reaction will be entirely Played for Laughs, the writers will expect the audience to find the idea of freaking out over clothes silly. Other times, the audience will be expected to agree with the character that getting one's clothes messy in front of people is horrible and the ultimate form of humiliation, in which case this trope will either be Played for Drama or for Cringe Comedy. Essentially, this trope is when Minor Injury Overreaction is applied to clothes. If the universe itself uses this trope, it might get treated as a ""What the Hell, Hero?"" moment. Understandable if the clothing is actually quite expensive. Because such characters are defined by their love of fashion, The Fashionista is a likely victim of this trope. Non-Fashionista characters can react this way as well, however. After all, just because a character isn't defined by their love of fashion doesn't mean they don't care about it at all. Female characters tend to get wardrobe wounds a lot and female-targeted works frequently use this trope because of the stereotype that Vanity Is Feminine. Because the stereotype often goes double for them, teenage/tweenage girls and works targeted at them tend to provide examples of this trope. There are two forms of Wardrobe Wounds:"
